Run,Date,LOAR38.control,LOMU37.control,LOAR53.water,LOMU52.water
420,10/15/2014 10:45,0.1288,0.1296,0.2095,0.2342
421,10/15/2014 14:45,0.1267,0.1303,0.2066,0.2363
422,10/15/2014 18:45,0.1259,0.1245,0.2029,0.2276
423,10/15/2014 22:45,0.1245,0.1223,0.2008,0.2254
424,10/16/2014 2:45,0.1238,0.1209,0.1993,0.224
425,10/16/2014 6:45,0.1223,0.1194,0.1978,0.2233
426,10/16/2014 10:45,0.1216,0.1194,0.2182,0.2291
427,10/16/2014 14:45,0.1194,0.1201,0.2116,0.2313
428,10/16/2014 18:45,0.1187,0.1165,0.2058,0.2218
429,10/16/2014 22:45,0.118,0.1143,0.2022,0.2196
430,10/17/2014 2:45,0.1172,0.1129,0.2,0.2182
431,10/17/2014 6:45,0.1165,0.1121,0.1978,0.2167
432,10/17/2014 10:45,0.1165,0.1121,0.2146,0.224
433,10/17/2014 14:45,0.1143,0.1129,0.2087,0.2262
434,10/17/2014 18:45,0.1136,0.11,0.2037,0.2182
435,10/17/2014 22:45,0.1129,0.1092,0.2,0.2153
436,10/18/2014 2:45,0.1121,0.1078,0.1978,0.2138
437,10/18/2014 6:45,0.1121,0.1071,0.1971,0.2131
438,10/18/2014 10:45,0.1121,0.1071,0.2189,0.2175
439,10/18/2014 14:45,0.11,0.1071,0.2124,0.2189
440,10/18/2014 18:45,0.1085,0.1049,0.2066,0.2116
441,10/18/2014 22:45,0.1085,0.1042,0.2037,0.2102
442,10/19/2014 2:45,0.1078,0.1034,0.2015,0.2087
443,10/19/2014 6:45,0.1078,0.102,0.1986,0.208
444,10/19/2014 10:45,0.1071,0.1012,0.208,0.2146
445,10/19/2014 14:45,0.1042,0.102,0.2044,0.2153
446,10/19/2014 18:45,0.1034,0.0998,0.2,0.208
447,10/19/2014 22:45,0.1034,0.0991,0.1971,0.2066
448,10/20/2014 2:45,0.1034,0.0983,0.1949,0.2044
449,10/20/2014 6:45,0.1027,0.0976,0.1942,0.2037
450,10/20/2014 10:45,0.1027,0.0969,0.2167,0.208
451,10/20/2014 14:45,0.0998,0.0976,0.2095,0.208
452,10/20/2014 18:45,0.0991,0.0954,0.2044,0.2022
453,10/20/2014 22:45,0.0991,0.0954,0.2015,0.2008
454,10/21/2014 2:45,0.0991,0.0947,0.1986,0.1993
455,10/21/2014 6:45,0.0991,0.094,0.1964,0.1986
456,10/21/2014 10:45,0.0991,0.0933,0.2153,0.2066
457,10/21/2014 14:45,0.0954,0.094,0.2087,0.208
458,10/21/2014 18:45,0.0954,0.0918,0.2037,0.2008
459,10/21/2014 22:45,0.0954,0.0911,0.2,0.1986
460,10/22/2014 2:45,0.0954,0.0904,0.1978,0.1971
461,10/22/2014 6:45,0.0954,0.0896,0.1964,0.1964
462,10/22/2014 10:45,0.0954,0.0889,0.2254,0.2015
463,10/22/2014 14:45,0.0918,0.0896,0.2146,0.2037
464,10/22/2014 18:45,0.0911,0.0874,0.2066,0.1957
465,10/22/2014 22:45,0.0911,0.0874,0.2029,0.1942
466,10/23/2014 2:45,0.0911,0.0867,0.2,0.1935
467,10/23/2014 6:45,0.0911,0.0867,0.1986,0.1928
468,10/23/2014 10:45,0.0904,0.086,0.2254,0.1993
469,10/23/2014 14:45,0.0874,0.086,0.216,0.2008
470,10/23/2014 18:45,0.0867,0.0845,0.2095,0.1957
471,10/23/2014 22:45,0.0874,0.0845,0.2058,0.1935
472,10/24/2014 2:45,0.0867,0.0838,0.2029,0.192
473,10/24/2014 6:45,0.0867,0.0838,0.2,0.1913
474,10/24/2014 10:45,0.0867,0.0831,0.2276,0.1949
475,10/24/2014 14:45,0.0824,0.0838,0.2182,0.1964
476,10/24/2014 18:45,0.0824,0.0816,0.2109,0.1899
477,10/24/2014 22:45,0.0824,0.0816,0.2073,0.1884
478,10/25/2014 2:45,0.0824,0.0809,0.2044,0.187
479,10/25/2014 6:45,0.0824,0.0802,0.2015,0.1855
480,10/25/2014 10:45,0.0816,0.0795,0.2262,0.1899
481,10/25/2014 14:45,0.078,0.0809,0.2175,0.192
482,10/25/2014 18:45,0.078,0.0787,0.2109,0.1862
483,10/25/2014 22:45,0.078,0.0787,0.2066,0.184
484,10/26/2014 2:45,0.078,0.078,0.2037,0.1833
485,10/26/2014 6:45,0.078,0.0773,0.2015,0.1826
486,10/26/2014 10:45,0.078,0.0773,0.2153,0.1928
487,10/26/2014 14:45,0.0729,0.0773,0.2102,0.1949
488,10/26/2014 18:45,0.0722,0.0758,0.2044,0.187
489,10/26/2014 22:45,0.0729,0.0758,0.2015,0.1855
490,10/27/2014 2:45,0.0729,0.0751,0.2,0.184
491,10/27/2014 6:45,0.0729,0.0744,0.1978,0.1833
492,10/27/2014 10:45,0.0722,0.0736,0.2066,0.1928
493,10/27/2014 14:45,0.0671,0.0744,0.2037,0.1935
494,10/27/2014 18:45,0.0657,0.0729,0.2,0.1877
495,10/27/2014 22:45,0.0671,0.0722,0.1986,0.1855
496,10/28/2014 2:45,0.0678,0.0722,0.1964,0.1848
497,10/28/2014 6:45,0.0678,0.0715,0.1949,0.184
498,10/28/2014 10:45,0.0671,0.0707,0.1993,0.1884
499,10/28/2014 14:45,0.0628,0.0715,0.1978,0.1891
500,10/28/2014 18:45,0.062,0.07,0.1957,0.1862
501,10/28/2014 22:45,0.0635,0.07,0.1942,0.1848
502,10/29/2014 2:45,0.0642,0.07,0.1935,0.184
503,10/29/2014 6:45,0.0642,0.07,0.1928,0.1833
504,10/29/2014 10:45,0.062,0.0693,0.192,0.1899
505,10/29/2014 14:45,0.0555,0.0686,0.1906,0.1899
506,10/29/2014 18:45,0.0548,0.0671,0.1884,0.1833
507,10/29/2014 22:45,0.0555,0.0671,0.1862,0.1811
508,10/30/2014 2:45,0.0562,0.0657,0.1848,0.1797
509,10/30/2014 6:45,0.0562,0.0649,0.1833,0.1782
510,10/30/2014 10:45,0.0562,0.0642,0.1833,0.1811
511,10/30/2014 14:45,0.0497,0.0642,0.1826,0.1826
512,10/30/2014 18:45,0.0475,0.0628,0.1811,0.1768
513,10/30/2014 22:45,0.049,0.0635,0.1797,0.1753
514,10/31/2014 2:45,0.0497,0.062,0.179,0.1739
515,10/31/2014 6:45,0.0504,0.0613,0.1775,0.1724
516,10/31/2014 10:45,0.0482,0.0606,0.1782,0.1746
517,10/31/2014 14:45,0.0417,0.0606,0.1775,0.1761
518,10/31/2014 18:45,0.0402,0.0591,0.1753,0.1695
519,10/31/2014 22:45,0.0417,0.0591,0.1739,0.1681
520,11/1/2014 2:45,0.0431,0.0577,0.1732,0.1666
521,11/1/2014 6:45,0.0439,0.0569,0.1717,0.1652
522,11/1/2014 10:45,0.041,0.0569,0.1717,0.1666
523,11/1/2014 14:45,0.0366,0.0562,0.1702,0.1688
524,11/1/2014 18:45,0.0366,0.0548,0.1688,0.1623
525,11/1/2014 22:45,0.0381,0.0548,0.1681,0.1608
526,11/2/2014 2:45,0.0395,0.054,0.1666,0.1594
527,11/2/2014 6:45,0.0395,0.0533,0.1659,0.1586
528,11/2/2014 10:45,0.0373,0.0533,0.1659,0.1608
529,11/2/2014 14:45,0.0308,0.0526,0.1659,0.163
530,11/2/2014 18:45,0.0301,0.0519,0.1637,0.1572
531,11/2/2014 22:45,0.0322,0.0526,0.1637,0.155
532,11/3/2014 2:45,0.033,0.0519,0.163,0.1535
533,11/3/2014 6:45,0.033,0.0511,0.1623,0.1535
534,11/3/2014 10:45,0.0322,0.0519,0.1623,0.1564
535,11/3/2014 14:45,0.0264,0.0511,0.1623,0.1579
536,11/3/2014 18:45,0.025,0.0504,0.1615,0.1528
537,11/3/2014 22:45,0.0272,0.0504,0.1608,0.1521
538,11/4/2014 2:45,0.0279,0.0511,0.1601,0.1521
539,11/4/2014 6:45,0.0286,0.0504,0.1601,0.1521
540,11/4/2014 10:45,0.0286,0.0504,0.1608,0.1557
541,11/4/2014 14:45,0.0235,0.0497,0.1601,0.1543
542,11/4/2014 18:45,0.0221,0.0482,0.1586,0.1506
543,11/4/2014 22:45,0.0976,0.1209,0.2218,0.2029
544,11/5/2014 2:45,0.1245,0.1252,0.2247,0.2146
545,11/5/2014 6:45,0.1209,0.1209,0.2153,0.216
546,11/5/2014 10:45,0.1172,0.1187,0.2116,0.2175
547,11/5/2014 14:45,0.1201,0.1252,0.2167,0.2225
548,11/5/2014 18:45,0.1891,0.2545,0.2756,0.24
549,11/5/2014 22:45,0.1608,0.1768,0.24,0.2363
550,11/6/2014 2:45,0.1615,0.1717,0.2407,0.2356
551,11/6/2014 6:45,0.1499,0.1572,0.2313,0.2334
552,11/6/2014 10:45,0.1434,0.1492,0.2262,0.2342
553,11/6/2014 14:45,0.1376,0.1383,0.2218,0.2327
554,11/6/2014 18:45,0.1339,0.1325,0.2305,0.2349
555,11/6/2014 22:45,0.131,0.1288,0.2211,0.2327
556,11/7/2014 2:45,0.1288,0.1267,0.216,0.2305
557,11/7/2014 6:45,0.1267,0.1245,0.2131,0.2291
558,11/7/2014 10:45,0.1245,0.1238,0.2284,0.2342
559,11/7/2014 14:45,0.1216,0.123,0.2189,0.2334
560,11/7/2014 18:45,0.1209,0.1194,0.2138,0.2284
561,11/7/2014 22:45,0.1201,0.1172,0.2102,0.2276
562,11/8/2014 2:45,0.1194,0.1158,0.2073,0.2269
563,11/8/2014 6:45,0.1172,0.1143,0.2051,0.2262
564,11/8/2014 10:45,0.1158,0.115,0.2211,0.232
565,11/8/2014 14:45,0.115,0.1143,0.2146,0.2305
566,11/8/2014 18:45,0.1136,0.1129,0.2102,0.2269
567,11/8/2014 22:45,0.1143,0.1114,0.2066,0.2262
568,11/9/2014 2:45,0.1136,0.11,0.2044,0.2254
569,11/9/2014 6:45,0.1129,0.11,0.2022,0.224
570,11/9/2014 10:45,0.1114,0.11,0.2204,0.232
571,11/9/2014 14:45,0.1085,0.11,0.2138,0.2313
572,11/9/2014 18:45,0.1092,0.1085,0.208,0.2262
573,11/9/2014 22:45,0.1092,0.1078,0.2051,0.2247
574,11/10/2014 2:45,0.1092,0.1063,0.2029,0.224
575,11/10/2014 6:45,0.1085,0.1056,0.2015,0.2233
576,11/10/2014 10:45,0.1071,0.1063,0.2146,0.2305
577,11/10/2014 14:45,0.1049,0.1056,0.2109,0.2305
578,11/10/2014 18:45,0.1049,0.1049,0.2066,0.2254
579,11/10/2014 22:45,0.1042,0.1042,0.2037,0.224
580,11/11/2014 2:45,0.1042,0.1042,0.2022,0.224
581,11/11/2014 6:45,0.1049,0.1042,0.2008,0.224
582,11/11/2014 10:45,0.1042,0.1034,0.2037,0.2291
583,11/11/2014 14:45,0.1027,0.1027,0.2022,0.2276
584,11/11/2014 18:45,0.1027,0.1012,0.1993,0.2247
585,11/11/2014 22:45,0.1027,0.1005,0.1978,0.224
586,11/12/2014 2:45,0.102,0.0998,0.1964,0.2225
587,11/12/2014 6:45,0.1012,0.0991,0.1949,0.2218
588,11/12/2014 10:45,0.1005,0.0983,0.2131,0.2284
589,11/12/2014 14:45,0.0976,0.0976,0.208,0.2276
590,11/12/2014 18:45,0.0976,0.0969,0.2044,0.2233
591,11/12/2014 22:45,0.0976,0.0969,0.2015,0.2225
592,11/13/2014 2:45,0.0976,0.0954,0.1993,0.2218
593,11/13/2014 6:45,0.0969,0.0954,0.1971,0.2204
594,11/13/2014 10:45,0.0954,0.0947,0.2044,0.2247
595,11/13/2014 14:45,0.0933,0.094,0.2022,0.224
596,11/13/2014 18:45,0.0933,0.0925,0.1993,0.2211
597,11/13/2014 22:45,0.0918,0.0925,0.1971,0.2196
598,11/14/2014 2:45,0.0918,0.0918,0.1949,0.2189
599,11/14/2014 6:45,0.0911,0.0904,0.1935,0.2182
600,11/14/2014 10:45,0.0911,0.0911,0.1964,0.2218
601,11/14/2014 14:45,0.0896,0.0904,0.1964,0.2218
602,11/14/2014 18:45,0.0896,0.0896,0.1957,0.2196
603,11/14/2014 22:45,0.0904,0.0896,0.1957,0.2196
604,11/15/2014 2:45,0.0911,0.0896,0.1949,0.2189
605,11/15/2014 6:45,0.0904,0.0889,0.1942,0.2182
606,11/15/2014 10:45,0.0889,0.0889,0.2073,0.2233
607,11/15/2014 14:45,0.0874,0.0889,0.2022,0.2218
608,11/15/2014 18:45,0.0874,0.0882,0.2008,0.2211
609,11/15/2014 22:45,0.0874,0.0882,0.1993,0.2211
610,11/16/2014 2:45,0.0889,0.0954,0.2095,0.2254
611,11/16/2014 6:45,0.1608,0.1949,0.2451,0.2334
612,11/16/2014 10:45,0.1463,0.1746,0.2342,0.2349
613,11/16/2014 14:45,0.1419,0.1615,0.2269,0.2334
614,11/16/2014 18:45,0.139,0.1528,0.2225,0.232
615,11/16/2014 22:45,0.1354,0.147,0.2196,0.232
616,11/17/2014 2:45,0.1325,0.1412,0.2167,0.2305
617,11/17/2014 6:45,0.1296,0.1368,0.2138,0.2291
618,11/17/2014 10:45,0.1274,0.1339,0.2211,0.2342
619,11/17/2014 14:45,0.1245,0.1332,0.2175,0.2327
620,11/17/2014 18:45,0.123,0.1281,0.2131,0.2284
621,11/17/2014 22:45,0.1216,0.1245,0.2102,0.2276
622,11/18/2014 2:45,0.1201,0.123,0.2087,0.2276
623,11/18/2014 6:45,0.1194,0.1216,0.2073,0.2276
624,11/18/2014 10:45,0.1201,0.1216,0.2073,0.2284
625,11/18/2014 14:45,0.1172,0.1223,0.2066,0.2291
626,11/18/2014 18:45,0.1165,0.1201,0.2044,0.2247
627,11/18/2014 22:45,0.1158,0.118,0.2022,0.224
628,11/19/2014 2:45,0.115,0.1165,0.2015,0.2233
629,11/19/2014 6:45,0.1143,0.1158,0.2008,0.2233
630,11/19/2014 10:45,0.1143,0.1165,0.2008,0.2254
631,11/19/2014 14:45,0.1136,0.1165,0.2015,0.2262
632,11/19/2014 18:45,0.1136,0.115,0.2,0.2218
633,11/19/2014 22:45,0.1136,0.1143,0.1986,0.2218
634,11/20/2014 2:45,0.1129,0.1136,0.1978,0.2218
635,11/20/2014 6:45,0.1129,0.1129,0.1971,0.2211
636,11/20/2014 10:45,0.1114,0.1136,0.1978,0.2225
637,11/20/2014 14:45,0.1107,0.1136,0.1986,0.2233
638,11/20/2014 18:45,0.1107,0.1129,0.1971,0.2211
639,11/20/2014 22:45,0.1107,0.1121,0.1964,0.2211
640,11/21/2014 2:45,0.1107,0.1143,0.1986,0.2233
641,11/21/2014 6:45,0.1136,0.123,0.2044,0.2276
642,11/21/2014 10:45,0.1238,0.1456,0.2305,0.2327
643,11/21/2014 14:45,0.1782,0.1935,0.2392,0.2363
644,11/21/2014 18:45,0.1746,0.1848,0.2342,0.2363
645,11/21/2014 22:45,0.179,0.1949,0.2516,0.2392
646,11/22/2014 2:45,0.1659,0.1746,0.2305,0.2363
647,11/22/2014 6:45,0.1586,0.1666,0.2254,0.2349
648,11/22/2014 10:45,0.1535,0.1608,0.2225,0.2349
649,11/22/2014 14:45,0.1506,0.1557,0.2196,0.2334
650,11/22/2014 18:45,0.1485,0.1521,0.2182,0.232
651,11/22/2014 22:45,0.3881,0.3562,0.253,2.5722
652,11/23/2014 2:45,0.2029,0.2189,0.2509,2.5722
653,11/23/2014 6:45,0.1957,0.1978,0.2472,2.5722
654,11/23/2014 10:45,0.1775,0.1833,0.2363,2.5722
655,11/23/2014 14:45,0.1652,0.171,0.2291,2.5722
656,11/23/2014 18:45,0.1572,0.1594,0.2225,0.5327
657,11/23/2014 22:45,0.1514,0.1535,0.2182,-0.1646
658,11/24/2014 2:45,0.1477,0.1499,0.216,-0.2358
659,11/24/2014 6:45,0.1463,0.1463,0.2138,-0.0782
660,11/24/2014 10:45,0.1419,0.1441,0.2116,-0.2358
661,11/24/2014 14:45,0.1383,0.1426,0.2102,-0.0099
662,11/24/2014 18:45,0.1368,0.1376,0.2073,-0.2408
663,11/24/2014 22:45,0.1354,0.1347,0.2051,-0.2096
664,11/25/2014 2:45,0.1332,0.1332,0.2037,-0.2016
665,11/25/2014 6:45,0.1332,0.1325,0.2015,-0.2024
666,11/25/2014 10:45,0.131,0.1325,0.2022,-0.1624
667,11/25/2014 14:45,0.1303,0.1325,0.2022,-0.1878
668,11/25/2014 18:45,0.1303,0.1296,0.2,-0.2772
669,11/25/2014 22:45,0.1288,0.1281,0.1986,-0.1929
670,11/26/2014 2:45,0.1288,0.1267,0.1971,-0.214
671,11/26/2014 6:45,0.1281,0.1259,0.1971,-0.2263
672,11/26/2014 10:45,0.1259,0.1259,0.1971,-0.1675
673,11/26/2014 14:45,0.1238,0.1259,0.1971,-0.2307
674,11/26/2014 18:45,0.1238,0.1238,0.1949,-0.1304
675,11/26/2014 22:45,0.1245,0.1223,0.1942,-0.328
676,11/27/2014 2:45,0.123,0.1216,0.1928,-0.304
677,11/27/2014 6:45,0.123,0.1209,0.1928,-0.3048
678,11/27/2014 10:45,0.1223,0.1209,0.1928,-0.2394
679,11/27/2014 14:45,0.1194,0.1209,0.192,-0.2488
680,11/27/2014 18:45,0.1201,0.1194,0.1913,-0.3512
681,11/27/2014 22:45,0.1201,0.118,0.1899,-0.3316
682,11/28/2014 2:45,0.118,0.1172,0.1891,-0.3266
683,11/28/2014 6:45,0.1172,0.1165,0.1884,-0.3149
684,11/28/2014 10:45,0.118,0.1165,0.1891,-0.2394
685,11/28/2014 14:45,0.1158,0.1172,0.1891,-0.2452
686,11/28/2014 18:45,0.1158,0.1165,0.1884,-0.3425
687,11/28/2014 22:45,0.1158,0.1158,0.1884,-0.1442
688,11/29/2014 2:45,0.1165,0.115,0.1877,-0.1464
689,11/29/2014 6:45,0.1158,0.115,0.1884,-0.1239
690,11/29/2014 10:45,0.1165,0.1158,0.1884,-0.105
691,11/29/2014 14:45,0.1143,0.1158,0.1884,-0.2249
692,11/29/2014 18:45,0.115,0.1143,0.1877,-0.3338
693,11/29/2014 22:45,0.1143,0.1143,0.1877,-0.052
694,11/30/2014 2:45,0.115,0.1136,0.187,-0.1101
695,11/30/2014 6:45,0.1143,0.1136,0.187,-0.1435
696,11/30/2014 10:45,0.1143,0.1136,0.1877,-0.2648
697,11/30/2014 14:45,0.1129,0.1136,0.1877,-0.2132
698,11/30/2014 18:45,0.1121,0.1121,0.1862,-0.2939
699,11/30/2014 22:45,0.1114,0.1121,0.1855,-0.2605
700,12/1/2014 2:45,0.1114,0.1121,0.1848,-0.2169
701,12/1/2014 6:45,0.1114,0.1121,0.1848,-0.2103
702,12/1/2014 10:45,0.1049,0.1121,0.1855,-0.2074
703,12/1/2014 14:45,0.1121,0.1114,0.184,-0.2546
704,12/1/2014 18:45,0.1158,0.1107,0.1833,-0.2881
705,12/1/2014 22:45,0.1071,0.11,0.1826,-0.2438
706,12/2/2014 2:45,0.1056,0.1092,0.1819,-0.2459
707,12/2/2014 6:45,0.118,0.1085,0.1811,-0.2612
708,12/2/2014 10:45,0.1194,0.1085,0.1811,-0.2735
709,12/2/2014 14:45,0.1223,0.1078,0.1811,-0.2793
710,12/2/2014 18:45,0.1216,0.1071,0.1804,-0.3411
711,12/2/2014 22:45,0.1216,0.1071,0.1804,-0.344
712,12/3/2014 2:45,0.1216,0.1071,0.1797,-0.2459
713,12/3/2014 6:45,0.1216,0.1071,0.1804,-0.2241
714,12/3/2014 10:45,0.1216,0.1071,0.1804,-0.2241
715,12/3/2014 14:45,0.1209,0.0998,0.1826,-0.0985
716,12/3/2014 18:45,0.1245,0.0998,0.1862,0.0366
717,12/3/2014 22:45,0.1252,0.0991,0.1862,-0.0193
718,12/4/2014 2:45,0.1252,0.0991,0.1862,-0.0767
719,12/4/2014 6:45,0.1252,0.0991,0.1855,-0.0171
720,12/4/2014 10:45,0.1259,0.0991,0.1949,0.0606
721,12/4/2014 14:45,0.1252,0.0991,0.1949,0.0235
722,12/4/2014 18:45,0.1252,0.0991,0.1942,0.1397
723,12/4/2014 22:45,0.1252,0.0983,0.1935,0.0148
724,12/5/2014 2:45,0.1252,0.0983,0.1942,0.0083
725,12/5/2014 6:45,0.1259,0.0983,0.1935,-0.0571
726,12/5/2014 10:45,0.1267,0.0983,0.2044,0.1361
727,12/5/2014 14:45,0.1259,0.0991,0.2037,0.0678
728,12/5/2014 18:45,0.1259,0.0991,0.2022,-0.0978
729,12/5/2014 22:45,0.1259,0.0983,0.2,-0.0963
730,12/6/2014 2:45,0.1259,0.0983,0.2,-0.1225
731,12/6/2014 6:45,0.1252,0.0983,0.1978,-0.0658
732,12/6/2014 10:45,0.1252,0.0983,0.1993,0.1949
733,12/6/2014 14:45,0.1245,0.0976,0.1993,0.0322
734,12/6/2014 18:45,0.1238,0.0976,0.1978,-0.0026
735,12/6/2014 22:45,0.1238,0.0969,0.1971,0.0322
736,12/7/2014 2:45,0.123,0.0969,0.1957,-0.0934
737,12/7/2014 6:45,0.123,0.0962,0.1949,-0.1355
738,12/7/2014 10:45,0.1223,0.0954,0.1949,0.1267
739,12/7/2014 14:45,0.1209,0.0947,0.1957,-0.0709
740,12/7/2014 18:45,0.1209,0.094,0.1942,-0.0157
741,12/7/2014 22:45,0.1209,0.094,0.1942,-0.0121
742,12/8/2014 2:45,0.1216,0.0933,0.1928,-0.1043
743,12/8/2014 6:45,0.1209,0.0925,0.192,-0.0861
744,12/8/2014 10:45,0.1209,0.0925,0.192,0.0824
745,12/8/2014 14:45,0.1187,0.0925,0.1928,-0.06
746,12/8/2014 18:45,0.1194,0.0918,0.192,-0.1123
747,12/8/2014 22:45,0.1201,0.0918,0.1913,-0.304
748,12/9/2014 2:45,0.1194,0.0911,0.1906,0.0802
749,12/9/2014 6:45,0.1201,0.0904,0.1899,0.0199
750,12/9/2014 10:45,0.118,0.0904,0.1899,-0.0861
751,12/9/2014 14:45,0.1172,0.0904,0.1906,-0.2808
752,12/9/2014 18:45,0.1187,0.0889,0.1906,-0.3447
753,12/9/2014 22:45,0.1187,0.0896,0.1891,-0.1791
754,12/10/2014 2:45,0.118,0.0889,0.1884,-0.0128
755,12/10/2014 6:45,0.1165,0.0882,0.1884,0.0519
756,12/10/2014 10:45,0.1172,0.0882,0.1884,-0.158
757,12/10/2014 14:45,0.1158,0.0882,0.1884,-0.2801
758,12/10/2014 18:45,0.1158,0.0874,0.1884,-0.3302
759,12/10/2014 22:45,0.115,0.0874,0.1877,-0.2546
760,12/11/2014 2:45,0.1158,0.0874,0.1877,-0.0004
761,12/11/2014 6:45,0.115,0.0882,0.1891,-0.1588
762,12/11/2014 10:45,0.1158,0.0889,0.1899,-0.2278
763,12/11/2014 14:45,0.1158,0.0882,0.1899,-0.1551
764,12/11/2014 18:45,0.1158,0.0882,0.1899,-0.243
765,12/11/2014 22:45,0.1165,0.0882,0.1891,-0.2278
766,12/12/2014 2:45,0.1165,0.0882,0.1891,-0.2408
767,12/12/2014 6:45,0.1165,0.0882,0.1891,-0.2743
768,12/12/2014 10:45,0.1165,0.0889,0.1906,1.373
769,12/12/2014 14:45,0.1165,0.0882,0.1906,-0.2031
770,12/12/2014 18:45,0.1165,0.0882,0.1899,-0.2757
771,12/12/2014 22:45,0.1165,0.0882,0.1891,-0.2793
772,12/13/2014 2:45,0.1158,0.0882,0.1891,-0.3266
773,12/13/2014 6:45,0.1172,0.0882,0.1884,-0.2801
774,12/13/2014 10:45,0.1121,0.0882,0.1891,0.7193
775,12/13/2014 14:45,0.1136,0.0874,0.1891,-0.1624
776,12/13/2014 18:45,0.115,0.0874,0.1891,-0.2103
777,12/13/2014 22:45,0.115,0.0867,0.1884,-0.2503
778,12/14/2014 2:45,0.1165,0.0874,0.1884,-0.1733
779,12/14/2014 6:45,0.1172,0.0874,0.1884,-0.1813
780,12/14/2014 10:45,0.118,0.0874,0.1899,-0.153
781,12/14/2014 14:45,0.1172,0.0867,0.1899,0.9075
782,12/14/2014 18:45,0.1121,0.086,0.1899,0.1143
783,12/14/2014 22:45,0.1172,0.086,0.1891,-0.1878
784,12/15/2014 2:45,0.1216,0.0925,0.208,-0.1304
785,12/15/2014 6:45,0.1245,0.0969,0.2044,-0.1413
786,12/15/2014 10:45,0.1252,0.0969,0.2051,0.0097
787,12/15/2014 14:45,0.1245,0.0962,0.2029,-0.1856
788,12/15/2014 18:45,0.1238,0.0947,0.1993,-0.1951
789,12/15/2014 22:45,0.1245,0.0947,0.1971,-0.1472
790,12/16/2014 2:45,0.1245,0.094,0.1957,-0.1878
791,12/16/2014 6:45,0.1245,0.0933,0.1942,-0.1653
792,12/16/2014 10:45,0.1238,0.0925,0.1935,-0.1886
793,12/16/2014 14:45,0.1223,0.0918,0.1935,0.1085
794,12/16/2014 18:45,0.1238,0.0904,0.192,-0.2808
795,12/16/2014 22:45,0.1238,0.0904,0.1906,-0.2016
796,12/17/2014 2:45,0.1223,0.0896,0.1906,-0.2031
797,12/17/2014 6:45,0.1223,0.0889,0.1891,-0.2009
798,12/17/2014 10:45,0.1216,0.0889,0.1913,-0.2024
799,12/17/2014 14:45,-0.4006,0.0882,0.1913,-0.2096
800,12/17/2014 18:45,-0.4006,0.0882,0.1906,-0.2706
801,12/17/2014 22:45,-0.4006,0.0882,0.1906,-0.2641
802,12/18/2014 2:45,-0.4006,0.0882,0.1906,-0.222
803,12/18/2014 6:45,-0.4006,0.0882,0.1906,-0.2212
804,12/18/2014 10:45,-0.4006,0.0882,0.1906,-0.1653
805,12/18/2014 14:45,-0.4006,0.0882,0.1913,-0.2125
806,12/18/2014 18:45,-0.4006,0.0874,0.1913,-0.3077
807,12/18/2014 22:45,-0.4006,0.0874,0.1913,1.0266
808,12/19/2014 2:45,-0.4006,0.0874,0.1906,0.2298
809,12/19/2014 6:45,-0.0636,0.2051,0.2581,-0.1653
810,12/19/2014 10:45,-0.0709,0.1957,0.2545,-0.06
811,12/19/2014 14:45,-0.1479,0.1862,0.2429,-0.1907
812,12/19/2014 18:45,-0.3926,0.1695,0.2313,-0.2641
813,12/19/2014 22:45,-0.3999,0.1601,0.2262,-0.3084
814,12/20/2014 2:45,-0.4006,0.1528,0.2225,-0.3033
815,12/20/2014 6:45,-0.4006,0.1485,0.2196,-0.2917
816,12/20/2014 10:45,-0.4006,0.1448,0.2189,-0.222
817,12/20/2014 14:45,-0.3999,0.1426,0.2182,-0.3396
818,12/20/2014 18:45,-0.3992,0.1383,0.2153,-0.312
819,12/20/2014 22:45,-0.3897,0.1354,0.2131,-0.2895
820,12/21/2014 2:45,-0.3832,0.1332,0.2109,-0.275
821,12/21/2014 6:45,-0.3825,0.1318,0.2102,-0.2801
822,12/21/2014 10:45,-0.3839,0.131,0.2116,-0.2263
823,12/21/2014 14:45,-0.3861,0.1318,0.2124,-0.2728
824,12/21/2014 18:45,-0.3839,0.1303,0.2102,-0.2605
825,12/21/2014 22:45,-0.3774,0.1288,0.2087,-0.2597
826,12/22/2014 2:45,-0.3832,0.1281,0.208,-0.2735
827,12/22/2014 6:45,-0.3926,0.1274,0.2073,-0.2801
828,12/22/2014 10:45,-0.3847,0.1274,0.2095,-0.2278
829,12/22/2014 14:45,-0.3847,0.1267,0.2095,-0.2162
830,12/22/2014 18:45,-0.3977,0.1252,0.208,-0.2045
831,12/22/2014 22:45,-0.3912,0.1238,0.2066,-0.222
832,12/23/2014 2:45,-0.389,0.123,0.2058,-0.2082
833,12/23/2014 6:45,-0.3868,0.1216,0.2044,-0.2329
834,12/23/2014 10:45,-0.3868,0.1216,0.2037,0.5668
835,12/23/2014 14:45,-0.3796,0.1245,0.2095,0.2284
836,12/23/2014 18:45,-0.3883,0.1238,0.208,-0.2801
837,12/23/2014 22:45,-0.3854,0.1216,0.2058,-0.2714
838,12/24/2014 2:45,-0.3854,0.1209,0.2044,-0.2888
839,12/24/2014 6:45,-0.3854,0.1201,0.2037,-0.2793
840,12/24/2014 10:45,-0.3876,0.1201,0.2051,-0.2103
