Run,Date,LOAR38.control,LOMU37.control,LOAR53.water,LOMU52.water
841,12/24/2014 14:45,-0.3847,0.1209,0.2051,-0.243
842,12/24/2014 18:45,-0.3854,0.1187,0.2029,-0.3091
843,12/24/2014 22:45,-0.3825,0.118,0.2015,-0.3266
844,12/25/2014 2:45,-0.3839,0.1165,0.2008,-0.3004
845,12/25/2014 6:45,-0.3883,0.115,0.1993,-0.2902
846,12/25/2014 10:45,-0.3818,0.1158,0.2066,-0.2096
847,12/25/2014 14:45,-0.3788,0.1165,0.2058,-0.2416
848,12/25/2014 18:45,-0.3956,0.115,0.2029,0.9118
849,12/25/2014 22:45,-0.3963,0.1143,0.2022,0.2523
850,12/26/2014 2:45,-0.3956,0.1143,0.2008,0.4114
851,12/26/2014 6:45,-0.3861,0.1143,0.2,0.7128
852,12/26/2014 10:45,-0.3803,0.1143,0.2008,1.3745
853,12/26/2014 14:45,-0.3803,0.1143,0.2008,0.5581
854,12/26/2014 18:45,-0.3738,0.115,0.2008,0.7607
855,12/26/2014 22:45,-0.373,0.115,0.2008,1.0476
856,12/27/2014 2:45,-0.3723,0.115,0.2008,0.7622
857,12/27/2014 6:45,-0.1363,0.115,0.2022,0.8661
858,12/27/2014 10:45,-0.0491,0.1194,0.2087,1.604
859,12/27/2014 14:45,-0.0012,0.2211,0.2661,1.8371
860,12/27/2014 18:45,-0.0665,0.1797,0.2349,0.5901
861,12/27/2014 22:45,-0.1442,0.1666,0.2269,0.601
862,12/28/2014 2:45,0.0228,0.1586,0.2233,0.1862
863,12/28/2014 6:45,-0.0934,0.1746,0.2494,0.7557
864,12/28/2014 10:45,-0.052,0.1978,0.2654,1.044
865,12/28/2014 14:45,-0.0752,0.2407,0.2676,1.4159
866,12/28/2014 18:45,-0.0585,0.2,0.2661,0.5225
867,12/28/2014 22:45,-0.0716,0.1804,0.2392,0.3598
868,12/29/2014 2:45,-0.1196,0.171,0.2313,0.1855
869,12/29/2014 6:45,-0.1428,0.1644,0.2262,-0.0498
870,12/29/2014 10:45,-0.1203,0.1608,0.2276,2.1168
871,12/29/2014 14:45,-0.1152,0.1572,0.2247,0.0729
872,12/29/2014 18:45,-0.1101,0.1535,0.2225,-0.3316
873,12/29/2014 22:45,-0.1334,0.1506,0.2196,-0.0578
874,12/30/2014 2:45,-0.1326,0.1485,0.2182,0.3206
875,12/30/2014 6:45,-0.1479,0.1456,0.216,-0.3193
876,12/30/2014 10:45,-0.1595,0.1434,0.2153,-0.3142
877,12/30/2014 14:45,-0.1944,0.1419,0.2146,-0.2387
878,12/30/2014 18:45,-0.1958,0.1397,0.2124,-0.3062
879,12/30/2014 22:45,-0.214,0.1368,0.2102,-0.4006
880,12/31/2014 2:45,-0.2212,0.1354,0.2087,-0.4006
881,12/31/2014 6:45,-0.2096,0.1347,0.208,-0.304
882,12/31/2014 10:45,-0.2241,0.1339,0.208,-0.2699
883,12/31/2014 14:45,-0.2605,0.1347,0.208,-0.3658
884,12/31/2014 18:45,-0.2735,0.1325,0.2058,-0.3926
885,12/31/2014 22:45,-0.2822,0.131,0.2051,-0.4006
886,1/1/2015 2:45,-0.1472,0.1318,0.2073,-0.4006
887,1/1/2015 6:45,-0.0186,0.1695,0.2581,-0.2924
888,1/1/2015 10:45,-0.036,0.3177,0.2654,-0.1007
889,1/1/2015 14:45,-0.076,0.3162,0.2654,0.2821
890,1/1/2015 18:45,-0.1406,0.309,0.2625,-0.1813
891,1/1/2015 22:45,-0.0767,0.3467,0.2574,0.1964
892,1/2/2015 2:45,-0.1108,0.3366,0.2639,-0.1442
893,1/2/2015 6:45,-0.1508,0.2008,0.2574,-0.2379
894,1/2/2015 10:45,-0.1675,0.1848,0.2451,-0.2496
895,1/2/2015 14:45,-0.1958,0.1753,0.2363,-0.2183
896,1/2/2015 18:45,-0.1479,0.1928,0.256,-0.2278
897,1/2/2015 22:45,-0.1493,0.1746,0.2465,-0.2343
898,1/3/2015 2:45,-0.1435,0.3032,0.2552,-0.1798
899,1/3/2015 6:45,-0.0564,0.3068,0.253,0.1354
900,1/3/2015 10:45,-0.1268,0.3046,0.2625,-0.0338
901,1/3/2015 14:45,-0.1174,0.2124,0.2596,-0.0782
902,1/3/2015 18:45,-0.1624,0.1862,0.2567,-0.3048
903,1/3/2015 22:45,-0.1704,0.1724,0.2429,-0.267
904,1/4/2015 2:45,-0.2176,0.1644,0.2363,-0.283
905,1/4/2015 6:45,-0.2002,0.1586,0.232,-0.2982
906,1/4/2015 10:45,-0.2118,0.1557,0.2305,-0.2401
907,1/4/2015 14:45,-0.0484,0.1543,0.2276,-0.2822
908,1/4/2015 18:45,-0.1624,0.1477,0.2233,-0.3287
909,1/4/2015 22:45,-0.1464,0.1441,0.2204,-0.3433
910,1/5/2015 2:45,-0.2365,0.1412,0.2175,-0.3193
911,1/5/2015 6:45,-0.2583,0.1397,0.2153,-0.2844
912,1/5/2015 10:45,-0.2467,0.139,0.2153,-0.3055
913,1/5/2015 14:45,-0.3302,0.1412,0.2146,-0.2379
914,1/5/2015 18:45,-0.3752,0.1383,0.2124,-0.2641
915,1/5/2015 22:45,-0.3534,0.1354,0.2102,-0.2329
916,1/6/2015 2:45,-0.3542,0.1339,0.2102,-0.2082
917,1/6/2015 6:45,-0.3563,0.1325,0.208,-0.1871
918,1/6/2015 10:45,-0.32,0.1332,0.2087,-0.2343
919,1/6/2015 14:45,-0.4006,0.1347,0.2095,-0.1493
920,1/6/2015 18:45,-0.4006,0.1332,0.2073,-0.0876
921,1/6/2015 22:45,-0.4006,0.131,0.2058,-0.2445
922,1/7/2015 2:45,-0.3999,0.1296,0.2051,-0.1907
923,1/7/2015 6:45,-0.3985,0.1296,0.2044,-0.2561
924,1/7/2015 10:45,-0.3491,0.1288,0.2066,-0.2031
925,1/7/2015 14:45,-0.4006,0.1296,0.2073,-0.2735
926,1/7/2015 18:45,-0.4006,0.1274,0.2051,-0.3077
927,1/7/2015 22:45,-0.4006,0.1259,0.2037,-0.304
928,1/8/2015 2:45,-0.4006,0.1245,0.2022,-0.3324
929,1/8/2015 6:45,-0.4006,0.123,0.2015,-0.2176
930,1/8/2015 10:45,-0.4006,0.123,0.2015,-0.312
931,1/8/2015 14:45,-0.4006,0.1245,0.2008,-0.2067
932,1/8/2015 18:45,-0.4006,0.123,0.2,-0.312
933,1/8/2015 22:45,-0.4006,0.1223,0.1993,-0.3084
934,1/9/2015 2:45,-0.4006,0.1216,0.1993,-0.3077
935,1/9/2015 6:45,-0.2692,0.123,0.2037,-0.1849
936,1/9/2015 10:45,-0.0418,0.1274,0.2451,-0.2154
937,1/9/2015 14:45,-0.2314,0.1412,0.248,-0.1588
938,1/9/2015 18:45,-0.2154,0.1383,0.2327,-0.1762
939,1/9/2015 22:45,-0.2183,0.1361,0.2262,-0.2154
940,1/10/2015 2:45,-0.1944,0.1347,0.2218,-0.145
941,1/10/2015 6:45,-0.1784,0.1332,0.2175,-0.1508
942,1/10/2015 10:45,-0.158,0.1318,0.2182,-0.1406
943,1/10/2015 14:45,-0.174,0.131,0.2175,-0.182
944,1/10/2015 18:45,-0.23,0.1318,0.2204,-0.2525
945,1/10/2015 22:45,-0.2343,0.1332,0.2189,-0.2234
946,1/11/2015 2:45,-0.222,0.1325,0.2167,-0.2154
947,1/11/2015 6:45,-0.2321,0.131,0.2153,-0.1755
948,1/11/2015 10:45,-0.2278,0.1986,0.256,-0.0513
949,1/11/2015 14:45,-0.2111,0.301,0.256,-0.0905
950,1/11/2015 18:45,-0.2125,0.1899,0.2451,-0.166
951,1/11/2015 22:45,-0.222,0.1848,0.2422,0.0584
952,1/12/2015 2:45,-0.2191,0.1761,0.2342,-0.1246
953,1/12/2015 6:45,-0.2329,0.1695,0.2298,-0.0433
954,1/12/2015 10:45,-0.2125,0.1637,0.2313,0.0134
955,1/12/2015 14:45,-0.2452,0.1601,0.2276,-0.0774
956,1/12/2015 18:45,-0.259,0.155,0.224,-0.1355
957,1/12/2015 22:45,-0.2517,0.1521,0.2211,-0.1072
958,1/13/2015 2:45,-0.2488,0.1492,0.2189,-0.1326
959,1/13/2015 6:45,-0.2474,0.147,0.2175,-0.1363
960,1/13/2015 10:45,-0.2626,0.1456,0.2175,0.0003
961,1/13/2015 14:45,-0.2568,0.1448,0.2182,-0.0694
962,1/13/2015 18:45,-0.2038,0.1426,0.2153,-0.1639
963,1/13/2015 22:45,-0.182,0.139,0.2138,-0.2162
964,1/14/2015 2:45,-0.137,0.1376,0.2124,-0.2503
965,1/14/2015 6:45,-0.1326,0.1361,0.2109,-0.2205
966,1/14/2015 10:45,-0.1058,0.1354,0.2116,-0.0346
967,1/14/2015 14:45,-0.0999,0.1361,0.2116,-0.1551
968,1/14/2015 18:45,-0.2024,0.1339,0.2109,-0.1261
969,1/14/2015 22:45,-0.2496,0.1332,0.2095,-0.2002
970,1/15/2015 2:45,-0.2445,0.1325,0.208,-0.1748
971,1/15/2015 6:45,-0.2329,0.1318,0.208,-0.1639
972,1/15/2015 10:45,-0.2249,0.1318,0.2124,-0.1479
973,1/15/2015 14:45,-0.4006,0.1325,0.2124,-0.0259
974,1/15/2015 18:45,-0.4006,0.1303,0.208,-0.1551
975,1/15/2015 22:45,-0.3977,0.1281,0.2058,-0.1762
976,1/16/2015 2:45,-0.3839,0.1267,0.2058,-0.1849
977,1/16/2015 6:45,-0.3767,0.1252,0.2058,-0.2024
978,1/16/2015 10:45,-0.3033,0.1259,0.2087,-0.1334
979,1/16/2015 14:45,-0.4006,0.1281,0.2116,-0.2365
980,1/16/2015 18:45,-0.4006,0.1267,0.2102,0.2254
981,1/16/2015 22:45,-0.3999,0.1252,0.208,0.0707
982,1/17/2015 2:45,-0.368,0.1238,0.2087,0.1695
983,1/17/2015 6:45,-0.3999,0.123,0.2487,-0.1188
984,1/17/2015 10:45,-0.2706,0.1238,0.2363,-0.0673
985,1/17/2015 14:45,-0.4006,0.1252,0.2305,-0.2532
986,1/17/2015 18:45,-0.4006,0.1238,0.224,-0.2488
987,1/17/2015 22:45,-0.389,0.1223,0.2196,-0.2532
988,1/18/2015 2:45,-0.397,0.1216,0.2175,-0.2459
989,1/18/2015 6:45,-0.4006,0.1201,0.2342,-0.028
990,1/18/2015 10:45,-0.32,0.1209,0.2291,-0.0302
991,1/18/2015 14:45,-0.3897,0.1223,0.2262,-0.2053
992,1/18/2015 18:45,-0.4006,0.1209,0.2196,0.0686
993,1/18/2015 22:45,-0.4006,0.1194,0.216,-0.283
994,1/19/2015 2:45,-0.4006,0.118,0.2153,-0.2815
995,1/19/2015 6:45,-0.4006,0.118,0.2458,-0.2837
996,1/19/2015 10:45,-0.3098,0.118,0.2363,-0.2692
997,1/19/2015 14:45,-0.4006,0.1194,0.2305,-0.1043
998,1/19/2015 18:45,-0.4006,0.118,0.2233,-0.312
999,1/19/2015 22:45,-0.3999,0.1172,0.2196,-0.3244
1000,1/20/2015 2:45,-0.3861,0.1165,0.2175,-0.3164
1001,1/20/2015 6:45,-0.3542,0.1165,0.2225,-0.2641
1002,1/20/2015 10:45,-0.3077,0.1172,0.2254,-0.2684
1003,1/20/2015 14:45,-0.4006,0.118,0.2247,-0.2249
1004,1/20/2015 18:45,-0.4006,0.1165,0.2204,-0.2953
1005,1/20/2015 22:45,-0.3868,0.1158,0.2182,-0.312
1006,1/21/2015 2:45,-0.3338,0.1158,0.2175,-0.304
1007,1/21/2015 6:45,-0.3353,0.115,0.2182,-0.2568
1008,1/21/2015 10:45,-0.3396,0.115,0.2196,-0.2329
1009,1/21/2015 14:45,-0.4006,0.115,0.2189,-0.2278
1010,1/21/2015 18:45,-0.4006,0.1136,0.2167,-0.2583
1011,1/21/2015 22:45,-0.3382,0.1143,0.2175,-0.2866
1012,1/22/2015 2:45,-0.3178,0.115,0.2182,-0.2735
1013,1/22/2015 6:45,0.2378,0.1172,0.2414,-0.0941
1014,1/22/2015 10:45,0.139,0.3671,0.2668,-0.0302
1015,1/22/2015 14:45,-0.0723,0.3722,0.2603,0.1121
1016,1/22/2015 18:45,-0.1225,0.3722,0.2632,0.2596
1017,1/22/2015 22:45,-0.1813,0.3649,0.2719,-0.1827
1018,1/23/2015 2:45,-0.1813,0.2153,0.2676,-0.2408
1019,1/23/2015 6:45,-0.2024,0.1928,0.256,-0.2379
1020,1/23/2015 10:45,-0.1871,0.1819,0.2429,-0.2416
1021,1/23/2015 14:45,-0.166,0.1811,0.2458,-0.2387
1022,1/23/2015 18:45,-0.1878,0.1724,0.2378,-0.2474
1023,1/23/2015 22:45,-0.1544,0.1652,0.2327,-0.2692
1024,1/24/2015 2:45,-0.1566,0.1601,0.2298,-0.2859
