Run,Date,AGPE130.water,AGHY129.water ,AGHY140.control,AGPE141.control
568,3/28/2015 9:00,0.216,0.2392,0.2,0.2066
569,3/28/2015 15:00,0.2102,0.2349,0.2015,0.208
570,3/28/2015 21:00,0.1978,0.2247,0.192,0.1935
571,3/29/2015 3:00,0.1971,0.224,0.1913,0.1935
572,3/29/2015 9:00,0.2167,0.2392,0.1986,0.2015
573,3/29/2015 15:00,0.208,0.2327,0.1957,0.2
574,3/29/2015 21:00,0.1957,0.224,0.1877,0.1862
575,3/30/2015 3:00,0.1957,0.2218,0.187,0.187
576,3/30/2015 9:00,0.2138,0.2305,0.192,0.1928
577,3/30/2015 15:00,0.2087,0.2291,0.192,0.1949
578,3/30/2015 21:00,0.1986,0.2211,0.1848,0.1848
579,3/31/2015 3:00,0.1978,0.2211,0.1855,0.1862
580,3/31/2015 9:00,0.2124,0.2305,0.187,0.1899
581,3/31/2015 15:00,0.208,0.2269,0.1862,0.1899
582,3/31/2015 21:00,0.1957,0.2167,0.1761,0.1746
583,4/1/2015 3:00,0.1964,0.2167,0.1782,0.1768
584,4/1/2015 9:00,0.2102,0.2262,0.1811,0.1811
585,4/1/2015 15:00,0.2044,0.2225,0.1782,0.1797
586,4/1/2015 21:00,0.1978,0.2167,0.1732,0.1732
587,4/2/2015 3:00,0.1978,0.2167,0.1746,0.1753
588,4/2/2015 9:00,0.2124,0.2254,0.1768,0.1782
589,4/2/2015 15:00,0.2073,0.2233,0.1724,0.1782
590,4/2/2015 21:00,0.1971,0.2153,0.1644,0.1652
591,4/3/2015 3:00,0.1964,0.2146,0.1652,0.1659
592,4/3/2015 9:00,0.2109,0.2247,0.1666,0.1688
593,4/3/2015 15:00,0.2102,0.2254,0.1681,0.1746
594,4/3/2015 21:00,0.1993,0.216,0.1586,0.1594
595,4/4/2015 3:00,0.2639,0.2501,0.2414,0.2291
596,4/4/2015 9:00,0.2175,0.2414,0.2,0.224
597,4/4/2015 15:00,0.2095,0.2349,0.1899,0.2196
598,4/4/2015 21:00,0.1986,0.2247,0.1782,0.2
599,4/5/2015 3:00,0.1993,0.2233,0.1782,0.2
600,4/5/2015 9:00,0.2748,0.269,0.256,0.261
601,4/5/2015 15:00,0.2356,0.2574,0.2385,0.2603
602,4/5/2015 21:00,0.2182,0.253,0.2233,0.2509
603,4/6/2015 3:00,0.2167,0.2501,0.2211,0.248
604,4/6/2015 9:00,0.216,0.2487,0.2204,0.2472
605,4/6/2015 15:00,0.2153,0.2487,0.2218,0.2494
606,4/6/2015 21:00,0.2058,0.2407,0.2124,0.2392
607,4/7/2015 3:00,0.208,0.2414,0.2124,0.2385
608,4/7/2015 9:00,0.2116,0.2436,0.2153,0.2407
609,4/7/2015 15:00,0.2066,0.2407,0.2146,0.2407
610,4/7/2015 21:00,0.1949,0.2327,0.2073,0.2269
611,4/8/2015 3:00,0.1964,0.2327,0.2058,0.2269
612,4/8/2015 9:00,0.1993,0.2342,0.208,0.2291
613,4/8/2015 15:00,0.1949,0.2334,0.2066,0.2284
614,4/8/2015 21:00,0.1862,0.2254,0.2008,0.2182
615,4/9/2015 3:00,0.1877,0.2254,0.2008,0.2189
616,4/9/2015 9:00,0.1913,0.2291,0.2037,0.2225
617,4/9/2015 15:00,0.1862,0.2262,0.2,0.2189
618,4/9/2015 21:00,0.1833,0.2225,0.1978,0.216
619,4/10/2015 3:00,0.2116,0.2407,0.2102,0.2378
620,4/10/2015 9:00,0.2066,0.2378,0.2044,0.2305
621,4/10/2015 15:00,0.2015,0.2342,0.2008,0.2254
622,4/10/2015 21:00,0.1978,0.2276,0.1964,0.2189
623,4/11/2015 3:00,0.1964,0.2276,0.1949,0.2167
624,4/11/2015 9:00,0.2022,0.2298,0.2,0.2211
625,4/11/2015 15:00,0.1964,0.2291,0.1993,0.2218
626,4/11/2015 21:00,0.1855,0.2204,0.192,0.2102
627,4/12/2015 3:00,0.1884,0.2211,0.1935,0.2116
628,4/12/2015 9:00,0.1906,0.224,0.1964,0.2153
629,4/12/2015 15:00,0.1928,0.2284,0.1978,0.2204
630,4/12/2015 21:00,0.2116,0.2422,0.2095,0.2371
631,4/13/2015 3:00,0.2247,0.2443,0.2109,0.2392
632,4/13/2015 9:00,0.2269,0.2472,0.2116,0.2407
633,4/13/2015 15:00,0.2175,0.2472,0.2102,0.24
634,4/13/2015 21:00,0.2073,0.2378,0.2015,0.2262
635,4/14/2015 3:00,0.2066,0.2356,0.1993,0.224
636,4/14/2015 9:00,0.2073,0.2356,0.2015,0.2254
637,4/14/2015 15:00,0.208,0.2371,0.2008,0.2262
638,4/14/2015 21:00,0.208,0.2363,0.2,0.2247
639,4/15/2015 3:00,0.2051,0.2327,0.1978,0.2211
640,4/15/2015 9:00,0.2095,0.2349,0.2008,0.2225
641,4/15/2015 15:00,0.2029,0.232,0.1971,0.2225
642,4/15/2015 21:00,0.1906,0.2218,0.1899,0.2066
643,4/16/2015 3:00,0.1899,0.2211,0.1899,0.2066
644,4/16/2015 9:00,0.1942,0.2247,0.1935,0.2116
645,4/16/2015 15:00,0.187,0.224,0.1899,0.2102
646,4/16/2015 21:00,0.2567,0.269,0.2647,0.2705
647,4/17/2015 3:00,0.2146,0.2618,0.2269,0.2523
648,4/17/2015 9:00,0.216,0.2581,0.2262,0.2509
649,4/17/2015 15:00,0.2131,0.2545,0.224,0.2487
650,4/17/2015 21:00,0.2124,0.2516,0.2204,0.2451
651,4/18/2015 3:00,0.2153,0.2538,0.2218,0.2451
652,4/18/2015 9:00,0.2363,0.2683,0.256,0.2661
653,4/18/2015 15:00,0.2182,0.2618,0.2349,0.2581
654,4/18/2015 21:00,0.2131,0.2567,0.2291,0.253
655,4/19/2015 3:00,0.2392,0.2705,0.2567,0.2683
656,4/19/2015 9:00,0.2233,0.269,0.2414,0.2632
657,4/19/2015 15:00,0.2182,0.2639,0.2371,0.2618
658,4/19/2015 21:00,0.2087,0.2552,0.2269,0.2487
659,4/20/2015 3:00,0.2073,0.2516,0.2225,0.2458
660,4/20/2015 9:00,0.2116,0.2523,0.2247,0.2451
661,4/20/2015 15:00,0.2058,0.2487,0.2204,0.2422
662,4/20/2015 21:00,0.1964,0.24,0.2124,0.2305
663,4/21/2015 3:00,0.1957,0.2371,0.2102,0.2291
664,4/21/2015 9:00,0.1978,0.2392,0.2109,0.2305
665,4/21/2015 15:00,0.1964,0.2407,0.2109,0.2334
666,4/21/2015 21:00,0.1862,0.2305,0.2022,0.2211
667,4/22/2015 3:00,0.1862,0.2298,0.2008,0.2196
668,4/22/2015 9:00,0.1928,0.2342,0.2087,0.2247
669,4/22/2015 15:00,0.187,0.2327,0.2029,0.2247
670,4/22/2015 21:00,0.1855,0.2291,0.2015,0.2211
671,4/23/2015 3:00,0.2116,0.248,0.2138,0.2414
672,4/23/2015 9:00,0.2095,0.2458,0.2124,0.2378
673,4/23/2015 15:00,0.2116,0.2465,0.2124,0.2407
674,4/23/2015 21:00,0.2037,0.24,0.2058,0.2298
675,4/24/2015 3:00,0.2029,0.2385,0.2044,0.2284
676,4/24/2015 9:00,0.2095,0.2414,0.2073,0.2334
677,4/24/2015 15:00,0.2146,0.2494,0.2124,0.24
678,4/24/2015 21:00,0.2109,0.2458,0.2102,0.2356
679,4/25/2015 3:00,0.2102,0.2443,0.2087,0.2342
680,4/25/2015 9:00,0.2131,0.2458,0.2109,0.2363
681,4/25/2015 15:00,0.208,0.2443,0.2073,0.2342
682,4/25/2015 21:00,0.1971,0.2334,0.2,0.2189
683,4/26/2015 3:00,0.1964,0.2313,0.1993,0.2182
684,4/26/2015 9:00,0.1986,0.2342,0.2022,0.2218
685,4/26/2015 15:00,0.1942,0.2334,0.1993,0.2211
686,4/26/2015 21:00,0.1884,0.2276,0.1964,0.2146
687,4/27/2015 3:00,0.1891,0.2276,0.1964,0.2153
688,4/27/2015 9:00,0.2269,0.2654,0.24,0.2618
689,4/27/2015 15:00,0.2131,0.2574,0.2269,0.2523
690,4/27/2015 21:00,0.208,0.2516,0.2211,0.2458
691,4/28/2015 3:00,0.24,0.2647,0.24,0.2574
692,4/28/2015 9:00,0.2262,0.2618,0.2305,0.253
693,4/28/2015 15:00,0.224,0.2596,0.2276,0.2494
694,4/28/2015 21:00,0.2211,0.2545,0.2225,0.2443
695,4/29/2015 3:00,0.2204,0.2516,0.2189,0.2407
696,4/29/2015 9:00,0.2247,0.2523,0.2233,0.2429
697,4/29/2015 15:00,0.2247,0.2494,0.2189,0.2407
698,4/29/2015 21:00,0.2153,0.2363,0.1942,0.2284
699,4/30/2015 3:00,0.2138,0.2349,0.1928,0.2262
700,4/30/2015 9:00,0.2182,0.2378,0.1978,0.2305
701,4/30/2015 15:00,0.216,0.2342,0.1942,0.2262
702,4/30/2015 21:00,0.2066,0.2262,0.1891,0.2167
703,5/1/2015 3:00,0.2044,0.2247,0.1884,0.216
704,5/1/2015 9:00,0.2087,0.2298,0.1935,0.2218
705,5/1/2015 15:00,0.2058,0.2284,0.1906,0.2204
706,5/1/2015 21:00,0.1964,0.2182,0.1855,0.2095
707,5/2/2015 3:00,0.1942,0.2167,0.184,0.2087
708,5/2/2015 9:00,0.1986,0.2218,0.1891,0.2146
709,5/2/2015 15:00,0.1957,0.2189,0.1855,0.2131
710,5/2/2015 21:00,0.184,0.2073,0.1804,0.2008
711,5/3/2015 3:00,0.1826,0.2058,0.1797,0.2
712,5/3/2015 9:00,0.1862,0.2109,0.1848,0.2066
713,5/3/2015 15:00,0.1768,0.2058,0.1804,0.2022
714,5/3/2015 21:00,0.1673,0.192,0.1739,0.1899
715,5/4/2015 3:00,0.1666,0.1913,0.1739,0.1899
716,5/4/2015 9:00,0.1702,0.1964,0.1797,0.1957
717,5/4/2015 15:00,0.1586,0.1891,0.1732,0.1899
718,5/4/2015 21:00,0.1492,0.1753,0.1659,0.1782
719,5/5/2015 3:00,0.1492,0.1746,0.1666,0.179
720,5/5/2015 9:00,0.1514,0.179,0.1688,0.1833
721,5/5/2015 15:00,0.1441,0.1746,0.1652,0.1797
722,5/5/2015 21:00,0.1419,0.1702,0.1644,0.1775
723,5/6/2015 3:00,0.1426,0.1695,0.1652,0.1782
724,5/6/2015 9:00,0.1434,0.1717,0.1659,0.1804
725,5/6/2015 15:00,0.1456,0.1833,0.1746,0.1964
726,5/6/2015 21:00,0.1426,0.1797,0.1695,0.1906
727,5/7/2015 3:00,0.1426,0.1782,0.1688,0.1891
728,5/7/2015 9:00,0.1456,0.1819,0.1717,0.1928
729,5/7/2015 15:00,0.1463,0.1804,0.1688,0.1913
730,5/7/2015 21:00,0.1434,0.1746,0.1666,0.1862
731,5/8/2015 3:00,0.1434,0.1739,0.1666,0.1862
732,5/8/2015 9:00,0.1448,0.1768,0.1666,0.1884
733,5/8/2015 15:00,0.1441,0.1732,0.1644,0.1862
734,5/8/2015 21:00,0.1412,0.1681,0.1623,0.1811
735,5/9/2015 3:00,0.1412,0.1681,0.163,0.1811
736,5/9/2015 9:00,0.1434,0.1702,0.1644,0.1855
737,5/9/2015 15:00,0.1376,0.163,0.1564,0.1782
738,5/9/2015 21:00,0.1318,0.1528,0.1514,0.1695
739,5/10/2015 3:00,0.1318,0.1514,0.1521,0.1695
740,5/10/2015 9:00,0.1318,0.1521,0.1521,0.1717
741,5/10/2015 15:00,0.1288,0.147,0.1463,0.1681
742,5/10/2015 21:00,0.1426,0.1702,0.1652,0.1899
743,5/11/2015 3:00,0.1594,0.1848,0.1695,0.2
744,5/11/2015 9:00,0.2712,0.2603,0.2356,0.2661
745,5/11/2015 15:00,0.2422,0.2487,0.2175,0.2516
746,5/11/2015 21:00,0.2327,0.2422,0.2087,0.2436
747,5/12/2015 3:00,0.232,0.24,0.2051,0.2407
748,5/12/2015 9:00,0.2429,0.2465,0.2102,0.2451
749,5/12/2015 15:00,0.2385,0.2443,0.2073,0.2429
750,5/12/2015 21:00,0.2363,0.2429,0.2044,0.2392
751,5/13/2015 3:00,0.261,0.2567,0.2153,0.2494
752,5/13/2015 9:00,0.2501,0.256,0.2138,0.2487
753,5/13/2015 15:00,0.2443,0.2523,0.2116,0.2465
754,5/13/2015 21:00,0.2763,0.2654,0.2334,0.261
755,5/14/2015 3:00,0.2501,0.261,0.2254,0.2545
756,5/14/2015 9:00,0.248,0.2596,0.2269,0.2538
757,5/14/2015 15:00,0.2429,0.2538,0.2196,0.2494
758,5/14/2015 21:00,0.2371,0.248,0.2146,0.2429
759,5/15/2015 3:00,0.2371,0.2465,0.2131,0.2407
760,5/15/2015 9:00,0.2392,0.248,0.2146,0.2429
761,5/15/2015 15:00,0.24,0.248,0.2124,0.2414
762,5/15/2015 21:00,0.2407,0.248,0.2124,0.24
763,5/16/2015 3:00,0.24,0.2465,0.2116,0.2392
764,5/16/2015 9:00,0.2407,0.2472,0.2131,0.2407
765,5/16/2015 15:00,0.2371,0.2443,0.2095,0.2363
766,5/16/2015 21:00,0.2298,0.2363,0.2029,0.2276
767,5/17/2015 3:00,0.2284,0.2363,0.2029,0.2269
768,5/17/2015 9:00,0.2305,0.2371,0.2044,0.2291
769,5/17/2015 15:00,0.261,0.2676,0.2356,0.2574
770,5/17/2015 21:00,0.2494,0.2618,0.2269,0.2523
771,5/18/2015 3:00,0.2574,0.2661,0.2305,0.2545
772,5/18/2015 9:00,0.3068,0.2901,0.277,0.2705
773,5/18/2015 15:00,0.2661,0.2741,0.2523,0.2654
774,5/18/2015 21:00,0.2545,0.2683,0.2356,0.2581
775,5/19/2015 3:00,0.2509,0.2654,0.232,0.2552
776,5/19/2015 9:00,0.2501,0.2654,0.2313,0.2552
777,5/19/2015 15:00,0.248,0.261,0.2291,0.2523
778,5/19/2015 21:00,0.269,0.2785,0.2647,0.2683
779,5/20/2015 3:00,0.2574,0.2748,0.2422,0.2632
780,5/20/2015 9:00,0.256,0.2727,0.2414,0.2639
781,5/20/2015 15:00,0.2494,0.2647,0.2349,0.2589
782,5/20/2015 21:00,0.2429,0.2567,0.2254,0.2494
783,5/21/2015 3:00,0.2422,0.256,0.224,0.2487
784,5/21/2015 9:00,0.2879,0.2843,0.2843,0.2792
785,5/21/2015 15:00,0.2865,0.2828,0.2785,0.2763
786,5/21/2015 21:00,0.2603,0.2763,0.2443,0.2668
787,5/22/2015 3:00,0.256,0.2734,0.2363,0.2625
788,5/22/2015 9:00,0.2545,0.2705,0.2349,0.261
789,5/22/2015 15:00,0.2516,0.2654,0.2342,0.2589
790,5/22/2015 21:00,0.2451,0.2596,0.2262,0.2487
791,5/23/2015 3:00,0.2436,0.2589,0.224,0.2472
792,5/23/2015 9:00,0.2458,0.2589,0.2254,0.2516
793,5/23/2015 15:00,0.2414,0.2523,0.2204,0.2458
794,5/23/2015 21:00,0.2581,0.2683,0.2298,0.2574
795,5/24/2015 3:00,0.2523,0.2654,0.2276,0.253
796,5/24/2015 9:00,0.2625,0.2676,0.2298,0.2574
797,5/24/2015 15:00,0.2603,0.2748,0.2414,0.2676
798,5/24/2015 21:00,0.2538,0.2698,0.2363,0.2603
799,5/25/2015 3:00,0.2523,0.2683,0.2334,0.2581
800,5/25/2015 9:00,0.2523,0.2676,0.2356,0.2596
801,5/25/2015 15:00,0.2472,0.2625,0.2291,0.2538
802,5/25/2015 21:00,0.2901,0.2915,0.2836,0.2821
803,5/26/2015 3:00,0.2654,0.2799,0.2654,0.2748
804,5/26/2015 9:00,0.2603,0.277,0.2443,0.2705
805,5/26/2015 15:00,0.253,0.2705,0.2385,0.2668
806,5/26/2015 21:00,0.248,0.2647,0.2313,0.2574
807,5/27/2015 3:00,0.2865,0.2857,0.2719,0.2785
808,5/27/2015 9:00,0.2676,0.2821,0.2639,0.2777
809,5/27/2015 15:00,0.2901,0.2879,0.2792,0.2872
810,5/27/2015 21:00,0.2618,0.2792,0.2487,0.2763
811,5/28/2015 3:00,0.2574,0.2763,0.2414,0.2727
812,5/28/2015 9:00,0.2574,0.2748,0.2429,0.2727
813,5/28/2015 15:00,0.2509,0.2683,0.2356,0.2654
814,5/28/2015 21:00,0.2458,0.2618,0.2291,0.2574
815,5/29/2015 3:00,0.2451,0.261,0.2269,0.256
816,5/29/2015 9:00,0.2443,0.2596,0.2262,0.2567
817,5/29/2015 15:00,0.2422,0.2581,0.2262,0.2538
818,5/29/2015 21:00,0.2349,0.2509,0.2182,0.2443
819,5/30/2015 3:00,0.2342,0.2509,0.2175,0.2436
820,5/30/2015 9:00,0.2422,0.2596,0.2313,0.256
821,5/30/2015 15:00,0.2371,0.2523,0.2182,0.2458
822,5/30/2015 21:00,0.2763,0.277,0.2487,0.2705
823,5/31/2015 3:00,0.2538,0.2712,0.2342,0.2639
824,5/31/2015 9:00,0.2501,0.2676,0.2305,0.261
825,5/31/2015 15:00,0.2436,0.2603,0.2254,0.2538
826,5/31/2015 21:00,0.2363,0.2523,0.2182,0.2451
827,6/1/2015 3:00,0.2342,0.2501,0.216,0.2429
828,6/1/2015 9:00,0.2371,0.2516,0.2211,0.2472
829,6/1/2015 15:00,0.2291,0.2458,0.2131,0.2363
830,6/1/2015 21:00,0.2218,0.24,0.2095,0.2305
831,6/2/2015 3:00,0.2211,0.24,0.208,0.2305
832,6/2/2015 9:00,0.224,0.2429,0.2138,0.2356
833,6/2/2015 15:00,0.2175,0.2371,0.2095,0.2276
834,6/2/2015 21:00,0.2087,0.2284,0.2029,0.2204
835,6/3/2015 3:00,0.208,0.2276,0.2029,0.2211
836,6/3/2015 9:00,0.2109,0.2305,0.2073,0.2254
837,6/3/2015 15:00,0.1993,0.2211,0.1978,0.2138
838,6/3/2015 21:00,0.1906,0.2109,0.1935,0.2051
839,6/4/2015 3:00,0.1899,0.2109,0.1935,0.2058
840,6/4/2015 9:00,0.192,0.2131,0.1957,0.208
841,6/4/2015 15:00,0.184,0.2073,0.1899,0.2029
842,6/4/2015 21:00,0.1761,0.1971,0.1855,0.1957
843,6/5/2015 3:00,0.1753,0.1964,0.1855,0.1949
844,6/5/2015 9:00,0.179,0.1993,0.1906,0.2008
845,6/5/2015 15:00,0.1724,0.1928,0.1848,0.1957
846,6/5/2015 21:00,0.1652,0.1826,0.1782,0.187
847,6/6/2015 3:00,0.1637,0.1811,0.1782,0.187
848,6/6/2015 9:00,0.1666,0.184,0.184,0.192
849,6/6/2015 15:00,0.1586,0.1768,0.1753,0.184
850,6/6/2015 21:00,0.1499,0.1652,0.1666,0.1724
851,6/7/2015 3:00,0.1485,0.1623,0.1666,0.1717
852,6/7/2015 9:00,0.1514,0.1644,0.171,0.1775
853,6/7/2015 15:00,0.1434,0.1572,0.1586,0.1688
854,6/7/2015 21:00,0.1354,0.1441,0.1492,0.1579
855,6/8/2015 3:00,0.1347,0.1434,0.1492,0.1572
856,6/8/2015 9:00,0.1368,0.1441,0.1535,0.1615
857,6/8/2015 15:00,0.1288,0.1339,0.1376,0.1514
858,6/8/2015 21:00,0.1216,0.1216,0.1274,0.1383
859,6/9/2015 3:00,0.1201,0.1201,0.1267,0.1383
860,6/9/2015 9:00,0.1216,0.1216,0.1303,0.1419
861,6/9/2015 15:00,0.1165,0.1114,0.1121,0.1318
862,6/9/2015 21:00,0.1107,0.1027,0.1049,0.1223
863,6/10/2015 3:00,0.11,0.1012,0.1049,0.1223
864,6/10/2015 9:00,0.1114,0.102,0.1078,0.1259
865,6/10/2015 15:00,0.1085,0.094,0.0889,0.115
866,6/10/2015 21:00,0.102,0.0831,0.0787,0.1042
867,6/11/2015 3:00,0.1005,0.0816,0.0795,0.1042
868,6/11/2015 9:00,0.1034,0.0838,0.0824,0.1078
869,6/11/2015 15:00,0.1012,0.078,0.0671,0.0976
870,6/11/2015 21:00,0.0954,0.0693,0.0591,0.0889
871,6/12/2015 3:00,0.094,0.0678,0.0598,0.0882
872,6/12/2015 9:00,0.0962,0.0707,0.0628,0.0918
873,6/12/2015 15:00,0.1245,0.1303,0.1303,0.1615
874,6/12/2015 21:00,0.1194,0.1209,0.115,0.1477
875,6/13/2015 3:00,0.118,0.1187,0.1107,0.1448
876,6/13/2015 9:00,0.1216,0.1288,0.1143,0.1601
877,6/13/2015 15:00,0.2044,0.2066,0.179,0.2254
878,6/13/2015 21:00,0.2,0.1978,0.1666,0.2102
879,6/14/2015 3:00,0.1986,0.1949,0.1623,0.2044
880,6/14/2015 9:00,0.1986,0.192,0.1615,0.2037
881,6/14/2015 15:00,0.2146,0.2102,0.1724,0.2211
882,6/14/2015 21:00,0.208,0.2008,0.1644,0.2073
883,6/15/2015 3:00,0.2051,0.1978,0.1615,0.2037
884,6/15/2015 9:00,0.2051,0.1964,0.1615,0.2044
885,6/15/2015 15:00,0.2029,0.1906,0.1521,0.1978
886,6/15/2015 21:00,0.224,0.216,0.1761,0.2218
887,6/16/2015 3:00,0.2211,0.2124,0.1724,0.216
888,6/16/2015 9:00,0.2211,0.2116,0.1724,0.216
889,6/16/2015 15:00,0.2443,0.2378,0.1993,0.2465
890,6/16/2015 21:00,0.2422,0.2371,0.1957,0.2385
891,6/17/2015 3:00,0.2552,0.248,0.2058,0.2487
892,6/17/2015 9:00,0.2785,0.2748,0.2821,0.2748
893,6/17/2015 15:00,0.2618,0.269,0.2291,0.2661
894,6/17/2015 21:00,0.2509,0.2596,0.2189,0.2574
895,6/18/2015 3:00,0.277,0.2705,0.2378,0.269
896,6/18/2015 9:00,0.2952,0.2857,0.2777,0.285
897,6/18/2015 15:00,0.2596,0.2705,0.2407,0.2748
898,6/18/2015 21:00,0.2516,0.2632,0.2305,0.2661
899,6/19/2015 3:00,0.2501,0.261,0.2284,0.2618
900,6/19/2015 9:00,0.2501,0.2603,0.2291,0.2625
901,6/19/2015 15:00,0.2458,0.2567,0.2233,0.2574
902,6/19/2015 21:00,0.2407,0.2501,0.216,0.2487
903,6/20/2015 3:00,0.2407,0.2501,0.2146,0.2472
904,6/20/2015 9:00,0.2407,0.2501,0.2138,0.2472
905,6/20/2015 15:00,0.2385,0.2472,0.2124,0.2443
906,6/20/2015 21:00,0.2342,0.2429,0.2087,0.2378
907,6/21/2015 3:00,0.2342,0.2436,0.2087,0.2385
908,6/21/2015 9:00,0.2349,0.2443,0.2095,0.24
909,6/21/2015 15:00,0.2334,0.2436,0.208,0.2392
910,6/21/2015 21:00,0.2284,0.2385,0.2037,0.2327
911,6/22/2015 3:00,0.2269,0.2378,0.2029,0.2313
912,6/22/2015 9:00,0.2284,0.2392,0.2044,0.2342
913,6/22/2015 15:00,0.224,0.2356,0.2015,0.2276
914,6/22/2015 21:00,0.2146,0.2284,0.1971,0.2189
915,6/23/2015 3:00,0.2131,0.2276,0.1957,0.2175
916,6/23/2015 9:00,0.216,0.2298,0.2,0.2233
917,6/23/2015 15:00,0.2131,0.2254,0.1949,0.2204
918,6/23/2015 21:00,0.2037,0.2167,0.1906,0.2087
919,6/24/2015 3:00,0.2022,0.216,0.1906,0.2087
920,6/24/2015 9:00,0.2044,0.2189,0.1935,0.2131
921,6/24/2015 15:00,0.2,0.2109,0.1884,0.2066
922,6/24/2015 21:00,0.1899,0.2008,0.1819,0.1949
923,6/25/2015 3:00,0.1884,0.2,0.1819,0.1957
924,6/25/2015 9:00,0.1899,0.2029,0.1848,0.2008
925,6/25/2015 15:00,0.1848,0.192,0.1761,0.1942
926,6/25/2015 21:00,0.1746,0.179,0.1681,0.1819
927,6/26/2015 3:00,0.1732,0.1797,0.1681,0.1833
928,6/26/2015 9:00,0.1739,0.1819,0.1702,0.1877
929,6/26/2015 15:00,0.1702,0.1717,0.1608,0.1848
930,6/26/2015 21:00,0.1608,0.1601,0.1521,0.1717
931,6/27/2015 3:00,0.1594,0.1601,0.1535,0.1732
932,6/27/2015 9:00,0.1601,0.1601,0.1535,0.1753
933,6/27/2015 15:00,0.1535,0.1506,0.1434,0.1681
934,6/27/2015 21:00,0.1521,0.1492,0.1441,0.1681
935,6/28/2015 3:00,0.1521,0.1499,0.1448,0.1688
936,6/28/2015 9:00,0.1535,0.1514,0.1456,0.1717
937,6/28/2015 15:00,0.1477,0.1419,0.1318,0.1659
938,6/28/2015 21:00,0.1383,0.1288,0.1209,0.1521
939,6/29/2015 3:00,0.1376,0.1281,0.1223,0.1521
940,6/29/2015 9:00,0.139,0.1296,0.1223,0.1557
941,6/29/2015 15:00,0.1303,0.1165,0.1034,0.1426
942,6/29/2015 21:00,0.1259,0.1107,0.0991,0.1383
943,6/30/2015 3:00,0.1252,0.1092,0.0991,0.1376
944,6/30/2015 9:00,0.1267,0.1107,0.0991,0.1405
945,6/30/2015 15:00,0.1201,0.0991,0.0838,0.1281
946,6/30/2015 21:00,0.1143,0.0904,0.0773,0.1194
947,7/1/2015 3:00,0.1136,0.0896,0.0773,0.1201
948,7/1/2015 9:00,0.115,0.0904,0.0787,0.123
949,7/1/2015 15:00,0.1092,0.0809,0.0664,0.1085
950,7/1/2015 21:00,0.1056,0.0744,0.0613,0.102
951,7/2/2015 3:00,0.1049,0.0736,0.062,0.1034
952,7/2/2015 9:00,0.1071,0.0758,0.0628,0.1063
953,7/2/2015 15:00,0.1034,0.0715,0.0569,0.0983
954,7/2/2015 21:00,0.0983,0.0628,0.0504,0.0874
955,7/3/2015 3:00,0.0983,0.062,0.0504,0.0882
956,7/3/2015 9:00,0.0998,0.0649,0.0519,0.0911
957,7/3/2015 15:00,0.0998,0.0635,0.049,0.0882
958,7/3/2015 21:00,0.094,0.0555,0.0424,0.0795
959,7/4/2015 3:00,0.0933,0.0548,0.0431,0.0795
960,7/4/2015 9:00,0.0954,0.0577,0.0453,0.0824
961,7/4/2015 15:00,0.0954,0.0562,0.0417,0.0773
962,7/4/2015 21:00,0.0896,0.049,0.0344,0.0686
963,7/5/2015 3:00,0.0889,0.0475,0.0352,0.0686
964,7/5/2015 9:00,0.0918,0.0504,0.0373,0.0707
965,7/5/2015 15:00,0.0933,0.0511,0.0373,0.07
966,7/5/2015 21:00,0.086,0.0439,0.0293,0.0591
967,7/6/2015 3:00,0.0845,0.0424,0.0286,0.0584
968,7/6/2015 9:00,0.0867,0.046,0.0322,0.062
969,7/6/2015 15:00,0.0874,0.0475,0.0315,0.0613
970,7/6/2015 21:00,0.0809,0.0395,0.025,0.0526
971,7/7/2015 3:00,0.0795,0.0388,0.025,0.0519
972,7/7/2015 9:00,0.0816,0.0417,0.0279,0.0555
973,7/7/2015 15:00,0.0824,0.0439,0.0286,0.0562
974,7/7/2015 21:00,0.0758,0.0366,0.0228,0.0475
975,7/8/2015 3:00,0.0751,0.0366,0.0228,0.0475
976,7/8/2015 9:00,0.0766,0.0395,0.0257,0.0511
977,7/8/2015 15:00,0.0773,0.0417,0.0257,0.0511
978,7/8/2015 21:00,0.07,0.033,0.0184,0.0417
979,7/9/2015 3:00,0.0686,0.0308,0.0177,0.0402
980,7/9/2015 9:00,0.07,0.0344,0.0199,0.0439
981,7/9/2015 15:00,0.1957,0.2131,0.0235,0.049
982,7/9/2015 21:00,0.1753,0.1855,0.0148,0.0366
983,7/10/2015 3:00,0.1681,0.1746,0.0134,0.0352
984,7/10/2015 9:00,0.2029,0.2015,0.0192,0.041
985,7/10/2015 15:00,0.1899,0.1855,0.0199,0.0453
986,7/10/2015 21:00,0.1739,0.1681,0.0119,0.033
987,7/11/2015 3:00,0.1688,0.1623,0.0105,0.0322
988,7/11/2015 9:00,0.208,0.1949,0.0148,0.0359
989,7/11/2015 15:00,0.1935,0.1782,0.0155,0.0402
990,7/11/2015 21:00,0.179,0.1644,0.0097,0.0301
991,7/12/2015 3:00,0.1739,0.1594,0.009,0.0293
992,7/12/2015 9:00,0.2109,0.1957,0.0141,0.0344
993,7/12/2015 15:00,0.1971,0.1782,0.0148,0.0373
994,7/12/2015 21:00,0.1797,0.1615,0.0068,0.0279
995,7/13/2015 3:00,0.1753,0.1557,0.0068,0.0279
